platform,app,app_id,play_store_url,review_id,user_name,rating,text,language,date,thumbs_up,replied
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13962800795,صمت جرح,1,اسواء تطبيق — اسواء تطبيق,ar,2026-04-15T22:13:30-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13960897926,Zh702jji,1,The worst app — I got a refund from absher for my payment thru alinmapay and the transaction shows the refund is added in wallet but the wallet is still 0 i called the customer service 5 times and all they say is “idont speak english” “the system is updating call later” “wait 15 days and call”.  Like broo WHAT???????? WORST APP EVER after i get my money back im gonna delete my account from this platform,en,2026-04-15T08:54:14-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13959081725,رمزي عضيب,1,"الرياض — فاشلين وتعامل زفت فتحت محفظة برقمي الثاني سكرو عليا المحفظتين 
والمحفظة الأولى داخلها رصيد
وكل ما اتصل عليهم يقول رفعنا طلب ومنتصرين الرد من الاداره وصاير لهم اكثر من شهر ولا اي فايده لا انصح فيهم",ar,2026-04-14T19:52:52-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13954440171,المجهول هاوي المقناص,5,افضل خدمه — حتى الان لم اواجه اي مشكله في التطبيق منذ استخدام سنتين ولله الحمد وانصح الجميع بتجربه,ar,2026-04-13T11:17:38-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13940649279,سوسو'ً,5,افضل تطبيق بنك مره رهيب — رهيييب,ar,2026-04-09T14:21:36-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13939591410,Skjshsidif,1,"خدمة العملاء سيئة جدا جدا جدا — تم ايقاف المحفظة الخاصة بي و تم حجز اموالي بدون سبب ، و لما بسالهم عن المشكلة جوابهم نفسه ما ندري و ما عندي صلاحيات … طيب لييييه واقفة محفظتي!!!!!! و فلوسي محجوزة عندكم
الانماء باي فااااشل جدا لا حد يستخدمه",ar,2026-04-09T08:04:44-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13930980407,Mohammed Sayeed Ahmed,5,Service — Excellent,en,2026-04-06T21:12:11-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13929393592,Abusharf,5,Gorgeous — جميل جداً🤩,ar,2026-04-06T10:15:17-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13921302893,Jonas muaz,5,"Perfect digital wallet — If not the best, you are the finest digital wallet experience 👏🏽",en,2026-04-04T04:57:16-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13919393478,Mkld alotibi,2,شراء — تم شراء عبر نقاط البيع وخصم مني الرصيد ولم تقبل العمليه ولم يرجع الرصيد لحسابي,ar,2026-04-03T15:07:18-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13908286794,ااام مشاري,5,جده — ممتاز,ar,2026-03-31T14:06:55-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13900050156,kalashme,1,Worst experience — I have made an global transfer 5 days ago but still the amount is not credited at my overseas account. Customer care representatives simply respond like wait for 5 or 7 days more despite i have raised an complaint ticket also. Im still waiting for amount to credit in to my overseas account.,en,2026-03-29T07:22:31-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13894437392,AbdulazizOKH,5,ممتاز — تطبيق جدا جدا ممتاز واتمنى جميع تطبيقات البنوك تكون زيه,ar,2026-03-27T17:43:58-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13894337207,صالح العلي 83,5,تطبيق الإنماء باي — تطبيق جيد و سهل الاستخدام ينقصه إتاحة الإمكانية لطباعة كشوف الحساب .. هذا شي مهم عندي,ar,2026-03-27T17:03:47-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13883277571,Ali m n,5,ممتاز — ممتاز,ar,2026-03-24T14:27:30-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13871148024,مجيد ابو عتب,5,جامد — قسم انه فنان,ar,2026-03-21T04:19:00-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13869136026,ابوبسومة,3,النسبة — النسبة متغيرة غير التطبيق,ar,2026-03-20T13:17:26-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13867449445,Sharkee17373,5,"Excellent — Excellent application highly recommended, fast and professional",en,2026-03-20T03:11:53-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13867307794,MSTL3N x,2,"Customer information — I can't use the wallet due to ""Customer information"" pop-up all the time, please fix this bug asap.",en,2026-03-20T02:03:16-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13861108162,ابو شافي-,5,ابو سباع — 🫡😘,ar,2026-03-18T06:36:31-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13860377410,كيموك,5,👍🏼 — ❤️👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,ar,2026-03-18T01:28:03-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13859215844,الذيب👍🏻👍🏻👍🏻👍🏻,5,منتاز — منتاز,ar,2026-03-17T16:05:30-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13858491453,Magiceye1984,5,Perfect — Perfect,en,2026-03-17T11:20:15-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13855882796,زيزو Ali,5,بنكي المفضل ❤️ — من افضل التطبيقات سريع وسهل,ar,2026-03-16T16:43:02-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13847431552,ابو غيث M-A,5,الافضل ❤️ — ❤️,ar,2026-03-14T07:51:01-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13845573893,Kh0934,5,كل الشكر والتقدير — كل الشكر والتقدير لكل القائمين على هذه المنصة الرقمية الرائعة والمتميزة جدا,ar,2026-03-13T18:39:44-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13844626923,Spirit.dev,5,Cool — No min top-up limit :),en,2026-03-13T12:14:34-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13843170043,123333333nnn,5,. — رائع جدا,ar,2026-03-13T03:31:33-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13837761838,ناصر تراحيب الحنتوشي,5,الانماء باي — محفظة فعلا نحو المستقبل,ar,2026-03-11T11:54:15-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13835523090,Raghod alyafee,4,كويسسيين — كويسين مره ونقطة ان مافد حد ادنى لإضافة الاموال نقطة تحسب لهم ويشكرون عليها الصراحة,ar,2026-03-10T19:51:49-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13824905956,SULAIMAN  ISHAQ,5,SULAIMAN ALI AHMED ISHAQ — Nice good aap,en,2026-03-07T16:02:22-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13821078558,Hamad&,5,احبكم — احبكم,ar,2026-03-06T14:36:03-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13820775749,Moayad Osman,2,مشكلة في حسابات الزائرين — تطبيق وخدمة العملاء سيئة جدا جدا عدم الرد وعدم حل المشاكل للعملاء,ar,2026-03-06T12:30:28-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13815812642,mi.hsr18,5,الخدمة — افضل محفظة رقمية مرت علي,ar,2026-03-05T02:59:24-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13813742077,Pinky 1988,5,جيد — جيد,ar,2026-03-04T11:01:57-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13813278066,bimoeg,5,Mr — Great app,en,2026-03-04T08:10:50-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13812951033,محمد١٤٠٤,1,ليس لديهم مصداقيه — ليس لديهم مصداقيه,ar,2026-03-04T06:16:46-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13812492463,محمد مضعان,4,مبدعين — شكرا,ar,2026-03-04T03:28:04-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13807367265,النسر  ابو زياد,5,ممتاز — جميل,ar,2026-03-02T14:26:56-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13804062755,Ahmedssssss,5,Orio bussiness man — Who,en,2026-03-01T15:46:50-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13803155743,hhuuwjsj_iqq123,5,تطبيق جميل — سريع قوي معضل افضل تطبيق بالعالم 😍😍,ar,2026-03-01T10:09:21-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13802605411,ro3xrix,1,سئئين — جدا خدمتهم سيئه و ادق عشر دقايق يبربر عند راسي يقولي ما في موظف الرجاء الانتظار و سحبت اموال من شي ان و لها  اربع ايام معلق ف البنك سلامات ليه فلوسي وش تبغون و يسحبون بعد رسوم اذا اشتريتو دولي  ما انصحكم ابد,ar,2026-03-01T07:16:21-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13793470498,Malek 122222,5,افضل بنك بلعالم — يعجز لساني عن وصفهم اطلق بنك بلكره الارضيه كلها ان بغيت من خدمات وان بغيت من سهولة الاستخدام وسرعت التحويل وسلاسه التطبيق مميزين بكل شي تركت كل البنوك واستمريت عندهم والموظفين عسلللل بعد 🤍🤍🤍🤍🤍🤍,ar,2026-02-26T19:32:34-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13789911126,bahamdain,2,يحتاج الى تطوير — التطبيق سيئ جدا في اضافة الاموال دايما يرفض بدون سبب علما اني تواصلت معهم في X لكن للاسف ماستفدت شي,ar,2026-02-25T19:50:26-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13784290331,سعود الشمري.,5,ممتاز — سهوله الاستخدام المهم ممتاز,ar,2026-02-24T07:18:18-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13781430628,MD KALAMUDDIN,5,Service — Good service,en,2026-02-23T10:58:31-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13776998098,Chkxribzdk,1,سيء للغاية — انتبهو منهم ،يجمدون الرصيد بدون اي مبرر,ar,2026-02-22T06:12:28-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13761597809,turkiala,5,تطبيق رائع — تطبيق واضح وسهل الاستخدام وخدمات رائعة من المحفظة الرقمية بالتوفيق,ar,2026-02-17T22:32:58-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13759835577,faisal5011,5,Mr — Good,en,2026-02-17T10:14:59-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13758920659,RAYAN MAZ,1,"Customer info bug — Unable to complete my profile 
No button to proceed after putting my info this bug need to fixed",en,2026-02-17T05:02:52-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13756609893,Ibrahim_666,1,عروض وهمية — دائما يتعذرون برمز التاجر ونظراً لتكرار الموضوع في اكثر من عرض تم حذف التطبيق,ar,2026-02-16T11:46:17-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13751684643,Bfayokb,5,"Riyadh ,K.S.A — افضل انماء على الإطلاق😍",ar,2026-02-15T04:34:28-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13741636092,Appleuser26i,1,تجربة فاشلة — قمت بعمل حواله دوليه والمفترض انها بدون رسوم تحويل والحوالة تم ردها وتم خصم اكثر من ٥٠ ريال وتواصلت على منصه x ردوا انه رسوم البنك اللي حولت عليه كيف يتخصم وهي مرفوضه وتم اغلاق بلاغ وشكوى بدون اي تواصل معي من التطبيق,ar,2026-02-12T08:25:28-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13713772935,Uzair zeri770,5,Abha — Nicceeee appppp,en,2026-02-04T16:40:48-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13710017022,Ashmatkumar,5,Good — Super,en,2026-02-03T15:50:27-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13707181895,الشباح,1,تطبيق صعب التعامل معه. — تطبيق صعب التعامل معه. استجابة بطيئة للنقرات. خيارات غير منطقية. ألوان غير متناسقة و صعبة للقراءة,ar,2026-02-02T21:32:58-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13701937456,MOHAMMED.DEV,5,احلى مصرف — شكرا,ar,2026-02-01T10:56:57-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13700880433,منور كريري,5,ركز هنا — فنااانيين مرتبين لدرجة انه تحس ان شغلهم جوهم الملكي,ar,2026-02-01T05:43:44-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13687694602,باشا العواصي,5,المعيزليه — واله ممتاز انا زاىر من سوريا حطيت البيانات وركزو على العنوان الوطني اهم شي يكون مسجل في سبل,ar,2026-01-28T19:48:02-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13683215452,zkilwax,1,معلومات غير صحيحة — استخدمت البطاقة عشان الكاش باك ان الكاش باك ٠.٧ وبدون حد اقصاء لكن عندما شريت بي مبلغ عاد الى بي نسبة ٠،٢ فا يوجد معلومات غير صحيحة يا انه النسبة او هناك حد لي الكاش باك,ar,2026-01-27T15:36:09-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13682422114,Shabir baba,5,Best service and Good Exchange rates. — Transition is fast and App is user friendly.,en,2026-01-27T10:40:55-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13682364899,Alam_Khan,1,"Money transfer service — Alinmapay is still 100 years backward, all other banks transferring money within seconds and InmaPay still taking 24 to 48 hours, I called complaint center and the doesn't know English and in Arabic he said wait 48 hours.",en,2026-01-27T10:21:50-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13681462827,Mstreh96,5,jeddah — أفضل محفظه بلا منازع وخدماتها تثبت ذلك,ar,2026-01-27T05:35:17-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13674343830,النااااايف ن,5,مميز — شامل ومرتبط بحسابات الانماء,ar,2026-01-25T07:11:37-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13671082871,مررررررررره,5,ممتاز — ممتاز,ar,2026-01-24T10:10:45-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13671069590,SuperMjeeD,1,مشكلة في التطبيق — في مشكلة غريبة الشاشة بيضاء وانا اسجل فس حساب جديد ، جرب 3 اجهزة ايفون مختلفة كلها نفس المشكلة !!,ar,2026-01-24T10:06:32-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13666963746,سلمى منصوو,5,احلى تطبيق — احلى برنامج احلى بنك,ar,2026-01-23T08:48:49-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13666504499,AZ.H1,1,افشل تطبيق — تطبيق فاشل جداً اذا تعديت الحدود العملية مايخليك تسحب فلوس ولا تودع ولا تحاسب بالسفر يسحب منك فلوس وانت عملية ماتمت بالسحب يخصمه اكعد طالبهم بطين في تعامل معك جودة الانسان راح تفقدها معهم,ar,2026-01-23T06:26:15-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13663776147,Hamed847,5,"Great app! — I like how you can add any amount of money like 5,10,20 SAR",en,2026-01-22T11:34:13-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13653259512,Mohamed alfrhani,1,حل مشكلة — نرجو حل مشكلة الحوالت الدولية في اسرع وقت عندي حوالتين عند استلام الحوالات في اليمن لا توجد حوالات بهذا الايصالات الموجودة عندي من بنك الانماء,ar,2026-01-19T14:44:13-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13630282044,احمد الشراري 111,5,جميل — ممتاز جدا انصح به و بقوة,ar,2026-01-13T14:42:11-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13621644365,ADEL 6600,5,تقيم — ممتاز,ar,2026-01-11T08:17:03-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13618268620,ABUSH36,5,المستقبل نماء مع الإنماء — أفضل بنك في المملكة,ar,2026-01-10T11:30:40-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13608998519,alomair_a,5,A — Best in the market,en,2026-01-08T04:20:34-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13597813016,Mo7adinho Mobarki,5,شكرآ بحجم السماء — شكرآ بحجم السماء,ar,2026-01-05T06:27:40-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13597008650,n_ux,1,سيء فوق ما تتصور — اسوء تطبيق محفظة رقمية في التاريخ بل على مستوى جميع التطبيقات,ar,2026-01-05T01:53:34-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13594169133,Jalwath,5,"Excellent -Few issues with cards sometime a — Overall service is excellent - needed a bit improvement in cards functions (issuing, purchasing etc..) some glitches in there. 

Also please add edit / change / modify option for the bank account to which the money to be credited upon exiting the country or closing the wallet",en,2026-01-04T08:17:42-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13577456365,Ali__055744,2,One of the worst apps in the Saudi market — very bad alinma premium visa doesn’t work and classic one also has issues,en,2025-12-31T08:08:57-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13557183469,AL huzali,5,الهذلي — افضل تطبيق,ar,2025-12-26T06:52:44-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13556507184,Bingingfjkb,5,مرام — جميل,ar,2025-12-26T03:04:17-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13553017330,Amer Bakeer,1,"Bad online refund experience — Very annoying that this stupid app will not show refund transactions on your Visa card, leaving you to guess every time whether the refunded amount is actually returned to the account. I will no longer use its Visa cards for online payments.",en,2025-12-25T04:01:26-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13550730393,alrahina tube,1,تحدي في التسجيل — كل ما احاول التسجيل في المحفظة دائما ما تضهر رساله بالأحمر Something went wrong,ar,2025-12-24T10:55:07-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13539961656,HFHAEN77,1,لي شهر يقولون جدد الهويه وانا مجددها بس يجي تم الرفض — .,ar,2025-12-21T12:37:49-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13522403372,شكرًا لكم من القلب ❤️,5,بطحاء قريش — استفدت كثيرا من هذا التطبيق الرائع ❤️,ar,2025-12-16T19:32:02-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13521542529,bo bo ali,2,شوفو حل له — تطبيقكم معلق يحتاج تحديث و تحسينات,ar,2025-12-16T13:35:13-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13513707402,المكاوي 007,3,"جدة — للأمانة المحفظة جيدة ولكن عندي بعض  الملاحظات والتعديلات البسيطة على  المحفظة حسب استخدامي لها 
واتمنى منهم ان يتم دراستها بشكل كامل 
1- بخصوص العمليات اليومية خمسة عمليات للتحويل فقط وهذا قليل جدا 
2- الحد المسموح به بالشهر فقط 30 الف ريال شهريا للتحويل 
3- الرقم المجاني عدم الرد على العميل بسهولة واخذ وقت طويل 
4- في حال كنت صاحب المحفظه واتصلت عليهم خدمة العملاء وغلطت في اعطائهم المبلغ المتواجد بالمحفظة يتم إنهاء المكالمة على الفور ولا يتم خدمتك 
5- في حال أنا كنت صاحب المحفظة والرقم المسجل بها عند الاتصال بخدمة العملاء من نفس الرقم يتم طلب جميع المعلومات من جديد علما بأن رقم الجوال يكون ظاهر لديهم 
6- في حال حصلت مشكله في الحساب الرئيسي في بنك انماء يتم غلق المحفظه معها على الفور 

هاذي من المشاكل اللي ممكن يتم التعديل عليها من قبل الادارة ولكم جزيل الشكر والتقدير",ar,2025-12-14T10:45:44-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13506893230,غازي عبدالله الحمدي,5,رسالة شكر — تطبيييييق جمييييييل جدا شكرا بنك الانماء 🤎🤍,ar,2025-12-12T17:54:36-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13497727337,jarallh,5,I app — Amongst the best apps that I have found.,en,2025-12-10T07:18:50-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13489565898,Salim GHQ,5,تطبيق جميلللل بمعنى الكلمه وسهل تطلع بطاقه — شكرا,ar,2025-12-08T03:54:53-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13484592331,Lost._.it,1,"The worst app — They just suspended my account for no reason and all my money is frozen in that account because I can’t access it and even the cards don’t work, the customer service is even worse I have to wait 20-25 minutes to connect to an agent and they don’t even speak English and if so then I have to wait another extra 15 minutes to connect to another agent who speaks English, my account is not opening and I want a reply and reason to that ASAP. This is really not good I will never use this app again. HORRIBLE APP. THE WORST ONLINE BANKING E WALLET APP.",en,2025-12-06T21:01:13-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13481336415,Kadi9999,1,"تطبيق سيء👎🏻👎🏻👎🏻 — سيء جدًا جدًا ما انصح احد يحمله 
يخلوني انتظر كثير على بال مايرد الموظف + ماتقدر تسحب الاموال من البنك او تحولها !",ar,2025-12-06T03:07:45-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13480283662,Khloodzzzxf,5,Good — Good,en,2025-12-05T20:01:21-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13470777149,Ism3il1331,5,ابها — رائع,ar,2025-12-03T08:17:15-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13466766720,بدر الشبوي,5,ممتاز — ممتاز خاصة البطاقات المجانية و فيها كاش باك,ar,2025-12-02T07:11:52-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13464378082,عبد المجيد جلال,5,مكه — شكرا مصرف الانماء,ar,2025-12-01T15:27:58-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13461583845,rajqty,5,Very good. Thanks — Very easy to navigate,en,2025-11-30T23:22:58-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13460784567,اربنرل,5,عفيف — أطلق شي في التطبيق كاش باك استراد فوري,ar,2025-11-30T17:30:33-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13454477110,krooome777,5,تطبيق ممتاز و سلس — ملاحظة وحيدة و هي بصمة الوجه قد تتعطل و تتكرر مرتين و من الممكن ما يفتح فانك تضطر تكتب الباس كود (رمزك الخاص),ar,2025-11-29T04:30:46-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13448299566,….خالد,5,روووعه — روووعه,ar,2025-11-27T13:26:12-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13447640529,nR503,5,جدة — راااااائع جداً 👍,ar,2025-11-27T09:38:24-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13440559196,F-15🫡,5,انصح فيه وبشده — الإنماء الأفضل والله  الراجحي بهذله وخدمه عملاء سيئة  الله لا يعيده من أيام بسسسس الله يعز الإنماء والله😂❤️‍🩹,ar,2025-11-25T12:06:23-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13438461766,محمدمرشدي,1,"من اوسخ المحافظ — من اوسخ المحافظ 
محدش ينزلها ولا بتعامل معاهم بتعمل حوالات ومبتوصلش ومحدش بيرضي يرجعلك فلوسك عالم حرامية",ar,2025-11-25T00:06:27-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13435708305,Slo🖤,4,تأخير في التطبيق — يعلق وقت شحن الرصيد واتمنى إصلاح المشكله وتسريع الخادم للتطبيق وتصليح سرعة الشراء,ar,2025-11-24T06:44:49-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13433545587,تفاحه 22,5,Sara — من افضل التطبيقات,ar,2025-11-23T15:51:41-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13431615610,التطبيق زبال,1,ً — التطبيق زبال زق يعلق ويرفض التحويل حتى نجمه حرام فيه,ar,2025-11-23T05:11:52-07:00,0,False
App Store,AlinmaPay (Wallet),1492900777,https://apps.apple.com/sa/app/id1492900777,13429622190,Abu aldod,1,سيء — يرفع الضغط، ثقيييل اقسم بالله اسوء بنك او تطبيق حملته .,ar,2025-11-22T15:43:34-07:00,0,False
